ORDER,DISTRICT,CONSTITUENCY,SUB COUNTY,PARISH,STATION,REG VOTERS,ABED  BWANIKA,AMAMA  MBABAZI,BARYAMUREEBA  VENANSIUS,BENON  BUTA BIRAARO,KIZZA  BESIGYE KIFEFE,MABIRIZI  JOSEPH,MAUREEN  FAITH KYALYA WALUUBE,YOWERI  KAGUTA MUSEVENI,VALID VOTES,INVALID VOTES,TOTAL VOTES
17671,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 DIVISION A,004 KATABI,07 ST. JOSEPH PRI. SCH.(K-K),952,10,7,1,2,260,0,1,300,581,13,594
17672,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 DIVISION A,004 KATABI,08 ST. JOSEPH PRI. SCH.(L-M),919,7,7,0,0,299,1,0,236,550,17,567
17673,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 DIVISION A,004 KATABI,10 ST. JOSEPH PRI. SCH.(N-NAL),690,4,2,1,0,170,0,2,192,371,12,383
17674,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 DIVISION A,004 KATABI,11 KATABI KITUBULU PLAYGROUND (N-Z),512,6,0,1,0,169,0,2,107,285,10,295
17675,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 DIVISION A,004 KATABI,12 ENTEBBE S.S.S PLAYGROUND (N-Z),491,8,4,1,1,203,0,1,99,317,1,318
17676,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 DIVISION A,004 KATABI,14 ST. JOSEPH PRI. SCH.(NAM-NZ),947,11,1,0,0,270,1,3,256,542,3,545
17677,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 DIVISION A,004 KATABI,15 ST. JOSEPH PRI. SCH. (O-R),537,0,1,1,0,189,0,0,111,302,11,313
17678,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 DIVISION A,004 KATABI,16 ST. JOSEPH PRI. SCH. (S-Z),760,7,2,0,0,261,0,0,190,460,11,471
17679,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 DIVISION A,004 KATABI,40 KATABI,222,0,0,0,0,51,0,0,27,78,2,80
17680,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,001 KIGUNGU,01 KIGUNGU P.S (A - K),643,1,2,0,0,217,0,0,184,404,18,422
17681,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,001 KIGUNGU,02 VETERINARY TRAINING INSTITUTE OLD ENTEBBE,508,4,2,0,2,152,0,0,130,290,11,301
17682,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,001 KIGUNGU,03 LATE KISENYI'S COMPOUND (A-M),545,1,2,0,0,96,1,0,278,378,41,419
17683,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,001 KIGUNGU,04 ST. ANDREW'S C/U MAYANZI (A-M),694,7,1,0,0,230,0,0,220,458,27,485
17684,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,001 KIGUNGU,05 KIGUNGU P.S (L - NAL),577,5,0,0,0,173,0,1,204,383,6,389
17685,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,001 KIGUNGU,06 LATE KISENYI'S COMPOUND (N-Z),449,2,3,1,0,90,1,0,216,313,5,318
17686,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,001 KIGUNGU,07 KIGUNGU P.S (NAM - NZ),319,1,1,0,0,76,0,2,122,202,9,211
17687,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,001 KIGUNGU,08 ST. ANDREW'S C/U MAYANZI (N-Z),862,4,4,1,0,246,0,1,294,550,26,576
17688,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,001 KIGUNGU,09 KIGUNGU P.S (O - Z),379,4,0,0,1,144,0,0,98,247,11,258
17689,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,01 KITORO LEISURE PARK (A-M),749,7,0,1,0,303,1,0,151,463,28,491
17690,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,02 KITORO LEISURE PARK (N-N),705,10,1,0,1,260,2,1,133,408,8,416
17691,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,03 KITORO LEISURE PARK (O-Z),632,8,3,0,0,282,0,0,117,410,5,415
17692,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,04 SDA CHURCH GROUND (A-L),683,6,5,0,3,208,0,0,215,437,23,460
17693,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,05 SDA CHURCH GROUND (M-N),735,5,3,0,1,264,0,1,212,486,12,498
17694,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,06 KIWAFU P/S (A-J),543,3,1,0,0,194,0,0,102,300,18,318
17695,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,07 KIWAFU P/S (K-K),466,3,4,0,0,160,0,0,116,283,10,293
17696,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,08 KIWAFU P/S (L-M),392,1,2,1,0,179,0,1,84,268,3,271
17697,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,09 KIWAFU P/S (N-N),788,12,3,0,1,265,0,0,180,461,14,475
17698,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,10 ENTEBBE COMPREHENSIVE S.S NAKIWOGO (A-H),1002,4,2,1,0,277,0,1,212,497,9,506
17699,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,11 KIWAFU MOSLEM P/S (A-J),489,2,2,0,1,181,1,0,103,290,0,290
17700,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,12 KIWAFU MOSLEM P/S (K-K),471,2,3,1,1,167,1,0,123,298,4,302
17701,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,13 KIWAFU P/S (O-Z),549,5,2,0,2,253,0,1,99,362,6,368
17702,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,14 KIWAFU MOSLEM P/S (L-M),403,3,1,0,1,158,0,0,91,254,7,261
17703,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,15 ENTEBBE COMPREHENSIVE S.S NAKIWOGO (I-KI),950,6,2,0,0,357,1,1,205,572,13,585
17704,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,16 ENTEBBE COMPREHENSIVE S.S NAKIWOGO (KO-L),331,2,1,0,0,126,1,0,91,221,4,225
17705,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,17 ENTEBBE COMPREHENSIVE S.S NAKIWOGO (M-M),820,8,4,0,0,309,1,1,164,487,13,500
17706,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,18 KIWAFU MOSLEM P/S (N-N),795,7,2,1,0,247,0,1,211,469,4,473
17707,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,19 ENTEBBE COMPREHENSIVE S.S NAKIWOGO (N-NAK),830,8,2,0,0,243,0,1,191,445,10,455
17708,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,20 SDA CHURCH GROUND (O-Z),302,1,1,0,1,129,0,1,66,199,7,206
17709,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,22 ENTEBBE COMPREHENSIVE S.S NAKIWOGO (NAL-NAM),726,4,0,0,0,222,0,0,169,395,11,406
17710,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,25 KIWAFU MOSLEM P/S (O-Z),477,5,3,1,0,203,0,0,104,316,13,329
17711,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,26 ENTEBBE COMPREHENSIVE S.S NAKIWOGO (NAN-NZ),688,6,0,0,0,186,0,0,151,343,14,357
17712,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,27 ENTEBBE COMPREHENSIVE S.S NAKIWOGO (O-S),748,4,3,1,1,332,0,0,110,451,18,469
17713,052 WAKISO,164 ENTEBBE MUNICIPALITY,002 DIVISION B,002 KIWAFU,28 ENTEBBE COMPREHENSIVE S.S NAKIWOGO (T-Z),425,0,1,0,0,138,0,0,101,240,3,243
17714,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,002 KIMWANYI WARD,01 KIMWANYI -AT UMEA PRI. SCH.,623,2,4,0,0,245,0,3,148,402,12,414
17715,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,002 KIMWANYI WARD,02 KITUKUTWE P/SCHOOL (A-M),458,0,1,1,0,165,0,1,100,268,39,307
17716,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,002 KIMWANYI WARD,03 KITUKUTWE P/SCHOOL (N-Z),619,3,1,0,1,194,2,0,182,383,1,384
17717,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,002 KIMWANYI WARD,04 NAMBOGO P/S KIJJABIJJO A,543,4,0,0,0,214,0,1,147,366,6,372
17718,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,002 KIMWANYI WARD,05 KIWOLOGOMA T/C,625,5,3,3,0,262,2,0,151,426,9,435
17719,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,002 KIMWANYI WARD,06 NAMBOGO P/S KIJJABIJJO B,620,0,0,0,0,0,0,0,0,0,0,0
17720,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,002 KIMWANYI WARD,07 NAKWERO A- AT UMEA PRI. SCH.,826,10,8,1,0,291,2,1,157,470,19,489
17721,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,002 KIMWANYI WARD,08 MELISA PRI. SCH.(A-M),402,5,0,0,2,143,1,2,103,256,19,275
17722,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,002 KIMWANYI WARD,09 MELISA PRI. SCH.(N-Z),544,5,4,0,1,143,2,1,182,338,12,350
17723,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,002 KIMWANYI WARD,10 KIJJABIJJO C,579,8,0,2,1,233,1,0,147,392,6,398
17724,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,01 KIRA T/C HTQRS (A-K),971,12,6,1,2,339,0,2,170,532,12,544
17725,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,02 KIRA T/C HTQRS (L-M),473,8,7,0,1,162,0,1,89,268,10,278
17726,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,03 KIRA T/C HTQRS (N-NANK),715,9,2,0,1,163,0,1,163,339,6,345
17727,052 WAKISO,164 ENTEBBE MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,04 BUWATE PRI. SCH [A-M],786,6,3,0,1,122,0,0,80,212,1,213
17728,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,05 BUWATE PRI. SCH [A-M],850,11,2,1,1,461,0,2,207,685,13,698
17729,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,06 BUWATE PRI. SCH [N-Z],930,0,0,0,0,0,0,0,0,0,0,0
17730,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,07 KITO T/C [A-M],647,3,7,0,1,231,1,1,121,365,39,404
17731,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,08 KITO T/C [N-Z],658,2,4,1,1,190,1,1,118,318,61,379
17732,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,09 KUNGU T/CENTRE (A-L),600,12,8,0,0,246,1,0,127,394,0,394
17733,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,10 KUNGU T/CENTRE (M-NAL),569,11,4,1,1,192,0,0,138,347,4,351
17734,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,11 KUNGU T/CENTRE (NAM-Z),646,7,4,1,0,247,0,0,135,394,5,399
17735,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,12 MULAWA T.C (A-L),692,8,4,0,0,207,0,1,140,360,50,410
17736,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,13 MULAWA T.C (M-NAL),585,3,1,1,3,185,2,1,143,339,13,352
17737,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,14 MULAWA T.C (NAM-Z),754,14,7,0,0,224,1,3,139,388,47,435
17738,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,15 NAJJERA B (A-K)- NAJJERA SDA CHURCH,873,0,0,0,0,0,0,0,0,0,0,0
17739,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,16 NAJJERA B (L-NAL)-NAJJERA SDA CHURCH,746,8,2,0,1,250,0,1,141,403,4,407
17740,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,17 NAJJERA B (NAM-Z)-NAJJERA SDA CHURCH,937,9,10,1,0,292,1,3,146,462,35,497
17741,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,18 NAJJERA HIGH SCH (A-KAS),716,12,6,0,3,233,0,0,133,387,9,396
17742,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,19 NAJJERA HIGH SCH (KAT-M),788,12,5,0,4,248,0,0,123,392,45,437
17743,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,20 NAJJERA HIGH SCH (N-NAT),821,9,4,0,0,210,0,1,141,365,26,391
17744,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,21 NAJJERA HIGH SCH (NAW-Z),693,9,5,1,0,225,0,1,102,343,57,400
17745,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,22 NSASA TRADING CENTRE (A-M),466,3,4,0,1,156,0,1,124,289,8,297
17746,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,23 NSASA TRADING CENTRE (N-Z),540,6,3,0,1,175,1,1,163,350,10,360
17747,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,24 ST. FRANCIS CATHOLIC CHURCH (A-NAB),742,5,6,0,1,304,2,2,146,466,11,477
17748,052 WAKISO,284 KIRA MUNICIPALITY,001 KIRA DIVISION,004 KIRA WARD,25 ST. FRANCIS CATHOLIC CHURCH (NAC-Z),877,6,0,2,0,330,0,2,190,530,20,550
17749,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,01 BBUTO T/C (A-KAT),682,5,4,0,0,227,0,0,104,340,9,349
17750,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,02 BBUTO T/C (KAU-M),711,6,9,2,0,240,0,0,101,358,27,385
17751,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,03 BBUTO T/C (N-NAR),821,4,0,2,1,225,0,1,141,374,4,378
17752,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,04 BBUTO T/C (NAS-Z),727,4,4,0,2,265,1,1,93,370,36,406
17753,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,05 BWEYOGERERE C/U I (A-J),545,4,4,1,0,189,0,1,81,280,9,289
17754,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,06 BWEYOGERERE C/U I (K-MA),840,5,5,0,0,326,1,1,136,474,3,477
17755,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,07 BWEYOGERERE C/U I (MB-NAKE),813,10,4,0,0,227,0,0,126,367,62,429
17756,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,08 BWEYOGERERE C/U I (NAKH-NAS),843,4,5,0,0,228,0,0,138,375,20,395
17757,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,09 BWEYOGERERE C/U I (NAT-Z),806,3,5,0,0,294,0,0,108,410,40,450
17758,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,10 BWEYOGERERE CENTRAL (A-KA),851,6,1,0,0,269,0,0,91,367,52,419
17759,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,11 BWEYOGERERE CENTRAL (KE-M),871,6,3,0,1,348,0,2,96,456,12,468
17760,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,12 BWEYOGERERE CENTRAL (N-NAL),663,6,2,0,0,195,0,3,101,307,3,310
17761,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,13 BWEYOGERERE CENTRAL (NAM-N),680,4,1,0,0,199,0,1,95,300,4,304
17762,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,14 BWEYOGERERE CENTRAL (O-Z),607,6,6,0,0,224,6,1,55,298,47,345
17763,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,15 BWEYOGERERE H/CENTRE II (A-KAL)- KIREKU MAIN,844,4,4,2,1,282,1,4,101,399,8,407
17764,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,16 BWEYOGERERE H/CENTRE II (KAM-MIW)-KIREKU MAIN,751,8,4,0,1,285,2,0,116,416,21,437
17765,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,17 BWEYOGERERE H/CENTRE II (MO-NAK)-KIREKU MAIN,873,7,4,0,1,254,0,1,150,417,12,429
17766,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,18 BWEYOGERERE H/CENTRE II (NAL-N)-KIREKU MAIN,876,5,2,1,1,257,0,0,155,421,14,435
17767,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,19 BWEYOGERERE H/CENTRE II (O-Z)-KIREKU MAIN,694,5,3,1,2,300,0,3,87,401,5,406
17768,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,20 HASSAN TOURABI I (A-K),897,1,8,0,1,379,0,5,149,543,5,548
17769,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,21 HASSAN TOURABI I (L-NAK),818,4,1,1,0,324,0,1,145,476,8,484
17770,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,22 HASSAN TOURABI I (NAL-N),641,6,2,0,0,205,0,100,117,430,11,441
17771,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,23 HASSAN TOURABI I (O-Z),526,3,1,1,0,251,0,1,63,320,13,333
17772,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,24 HOPESTEP NURSERY SCH (A-J),546,4,4,0,2,176,1,2,71,260,35,295
17773,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,25 HOPESTEP NURSERY SCH (K-K),673,8,3,0,0,319,0,2,87,419,18,437
17774,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,26 HOPESTEP NURSERY SCH (L-M),597,7,8,1,0,272,0,1,75,364,6,370
17775,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,27 HOPESTEP NURSERY SCH (N-NAL),695,4,1,0,0,222,0,2,114,343,6,349
17776,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,28 HOPESTEP NURSERY SCH (NAM-N),723,4,1,0,0,249,1,2,97,354,39,393
17777,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,29 HOPESTEP NURSERY SCH (O-Z),644,8,7,0,0,290,0,2,84,391,12,403
17778,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,30 KIREKU RAILWAY NAMANVE (A-M),680,1,4,2,0,230,0,2,102,341,12,353
17779,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,31 KIREKU RAILWAY NAMANVE (N-Z),696,5,2,3,0,216,1,2,104,333,6,339
17780,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,32 KAZINGA MAIN AT KAZINGA C.O.U (A-M),634,5,2,0,1,202,0,0,91,301,6,307
17781,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,33 KAZINGA MAIN AT KAZINGA C.O.U (N-Z),721,1,4,0,0,189,0,1,90,285,54,339
17782,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,34 NAMULONDO (A-K),808,0,0,0,0,0,0,0,0,0,0,0
17783,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,35 NAMULONDO (L-NAJ),585,6,2,0,0,225,0,1,89,323,14,337
17784,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,36 NAMULONDO (NAK-NAN),671,2,6,0,0,182,6,0,99,295,62,357
17785,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,37 NAMULONDO (NAR-Z),601,4,2,0,0,250,1,0,59,316,40,356
17786,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,38 WELLSPRING (A-L),723,3,3,0,1,248,0,2,102,359,28,387
17787,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,39 WELLSPRING (M-NAL),633,8,5,0,0,179,0,2,103,297,40,337
17788,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,001 BWEYOGERERE WARD,40 WELLSPRING (NAM-Z),714,5,1,0,0,239,0,2,92,339,48,387
17789,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,01 BUKASA (A-J) - AT ST. JAMES C.O.U,562,1,0,0,2,157,0,1,98,259,30,289
17790,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,02 BUKASA (K-M) - AT ST. JAMES C.O.U,946,6,3,1,0,308,3,0,186,507,29,536
17791,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,03 BUKASA (N-NAS) -AT ST. JAMES C.O.U,885,2,1,0,0,206,0,0,227,436,15,451
17792,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,04 BUKASA (NAT-Z) - AT ST. JAMES C.O.U,947,8,5,1,0,276,0,1,149,440,22,462
17793,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,05 KIRINYA MAIN (A-M) AT KIRINYA C.O.U,986,4,7,0,0,359,0,0,122,492,2,494
17794,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,06 KIRINYA MAIN (N-Z) AT KIRINYA C.O.U,873,8,3,0,1,308,0,0,100,420,8,428
17795,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,07 KITO A (A-L) AT KIRINYA C.O.U,845,6,4,0,1,297,0,3,155,466,6,472
17796,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,08 KITO A (M-NAM) AT KIRINYA C.O.U,842,7,4,1,0,226,0,2,109,349,55,404
17797,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,09 KITO A (NAN-Z) AT KIRINYA C.O.U,858,2,11,0,0,339,0,1,134,487,2,489
17798,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,10 KITO A - MANDELA COLLEGE SCH (A-K),699,4,5,0,1,303,0,0,124,437,12,449
17799,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,11 KITO A - MANDELA COLLEGE SCH (L-NAK),597,5,3,0,0,216,1,2,95,322,6,328
17800,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,12 KITO A - MANDELA COLLEGE SCH (NAL-Z),540,5,3,0,0,146,1,1,115,271,32,303
17801,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,13 KITO B (A-L)-KIRINYA S.S.S,705,1,3,0,2,228,0,2,125,361,8,369
17802,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,14 KITO B (M-NAM)-KIRINYA S.S.S,665,3,2,0,0,180,0,2,112,299,10,309
17803,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,15 KITO B (NAN-Z)-KIRINYA S.S.S,549,0,1,0,0,182,1,0,96,280,1,281
17804,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,16 NAMATABA [A-A],652,4,3,0,1,170,0,0,120,298,9,307
17805,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,17 NAMATABA [B- I],736,6,7,1,2,244,2,2,145,409,17,426
17806,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,18 NAMATABA [J-KIB],732,6,1,0,0,306,0,1,134,448,3,451
17807,052 WAKISO,284 KIRA MUNICIPALITY,002 BWEYOGERERE DIVISION,003 KIRINYA WARD,19 NAMATABA [KIC - L],640,7,4,0,1,252,0,1,110,375,12,387
